data_D2,vacina_D2,agegroup,n,dif
2021-10-18,Pfizer,1,1,100
2021-10-18,Pfizer,2,12,100
2021-10-18,Pfizer,3,10806,100
2021-10-18,Pfizer,4,44596,100
2021-10-18,Pfizer,5,30513,100
2021-10-18,Pfizer,6,8351,100
2021-10-18,Pfizer,7,2687,100
2021-10-18,Pfizer,8,345,100
2021-10-18,Pfizer,9,102,100
2021-10-18,Pfizer,10,14,100
2021-10-19,AZ,1,1,99
2021-10-19,AZ,3,2,99
2021-10-19,AZ,4,15970,99
2021-10-19,AZ,5,28831,99
2021-10-19,AZ,6,10070,99
2021-10-19,AZ,7,3944,99
2021-10-19,AZ,8,480,99
2021-10-19,AZ,9,84,99
2021-10-19,AZ,10,22,99
2021-10-19,AZ,11,2,99
2021-10-19,Coronavac,2,1,99
2021-10-19,Coronavac,3,8,99
2021-10-19,Coronavac,4,8890,99
2021-10-19,Coronavac,5,3303,99
2021-10-19,Coronavac,6,1337,99
2021-10-19,Coronavac,7,665,99
2021-10-19,Coronavac,8,228,99
2021-10-19,Coronavac,9,137,99
2021-10-19,Coronavac,10,28,99
2021-10-19,Coronavac,11,6,99
2021-10-19,Pfizer,2,9,99
2021-10-19,Pfizer,3,16140,99
2021-10-19,Pfizer,4,63809,99
2021-10-19,Pfizer,5,33987,99
2021-10-19,Pfizer,6,8726,99
2021-10-19,Pfizer,7,3064,99
2021-10-19,Pfizer,8,455,99
2021-10-19,Pfizer,9,126,99
2021-10-19,Pfizer,10,18,99
2021-10-19,Pfizer,11,6,99
2021-10-20,AZ,1,1,98
2021-10-20,AZ,3,4,98
2021-10-20,AZ,4,10253,98
2021-10-20,AZ,5,21396,98
2021-10-20,AZ,6,9004,98
2021-10-20,AZ,7,3535,98
2021-10-20,AZ,8,447,98
2021-10-20,AZ,9,57,98
2021-10-20,AZ,10,20,98
2021-10-20,AZ,11,3,98
2021-10-20,Coronavac,3,17,98
2021-10-20,Coronavac,4,10351,98
2021-10-20,Coronavac,5,3711,98
2021-10-20,Coronavac,6,1383,98
2021-10-20,Coronavac,7,668,98
2021-10-20,Coronavac,8,265,98
2021-10-20,Coronavac,9,166,98
2021-10-20,Coronavac,10,36,98
2021-10-20,Coronavac,11,11,98
2021-10-20,Pfizer,1,6,98
2021-10-20,Pfizer,2,10,98
2021-10-20,Pfizer,3,24528,98
2021-10-20,Pfizer,4,55665,98
2021-10-20,Pfizer,5,31268,98
2021-10-20,Pfizer,6,8999,98
2021-10-20,Pfizer,7,2982,98
2021-10-20,Pfizer,8,352,98
2021-10-20,Pfizer,9,204,98
2021-10-20,Pfizer,10,33,98
2021-10-20,Pfizer,11,6,98
2021-10-21,AZ,3,6,97
2021-10-21,AZ,4,9604,97
2021-10-21,AZ,5,15494,97
2021-10-21,AZ,6,6395,97
2021-10-21,AZ,7,2462,97
2021-10-21,AZ,8,354,97
2021-10-21,AZ,9,50,97
2021-10-21,AZ,10,18,97
2021-10-21,AZ,11,1,97
2021-10-21,Coronavac,2,3,97
2021-10-21,Coronavac,3,18,97
2021-10-21,Coronavac,4,11773,97
2021-10-21,Coronavac,5,3985,97
2021-10-21,Coronavac,6,1578,97
2021-10-21,Coronavac,7,739,97
2021-10-21,Coronavac,8,244,97
2021-10-21,Coronavac,9,134,97
2021-10-21,Coronavac,10,41,97
2021-10-21,Coronavac,11,10,97
2021-10-21,Pfizer,1,4,97
2021-10-21,Pfizer,2,15,97
2021-10-21,Pfizer,3,23941,97
2021-10-21,Pfizer,4,52484,97
2021-10-21,Pfizer,5,26922,97
2021-10-21,Pfizer,6,7962,97
2021-10-21,Pfizer,7,2795,97
2021-10-21,Pfizer,8,440,97
2021-10-21,Pfizer,9,140,97
2021-10-21,Pfizer,10,19,97
2021-10-21,Pfizer,11,2,97
2021-10-22,AZ,3,2,96
2021-10-22,AZ,4,10041,96
2021-10-22,AZ,5,12474,96
2021-10-22,AZ,6,5621,96
2021-10-22,AZ,7,2429,96
2021-10-22,AZ,8,343,96
2021-10-22,AZ,9,48,96
2021-10-22,AZ,10,19,96
2021-10-22,AZ,11,2,96
2021-10-22,Coronavac,3,29,96
2021-10-22,Coronavac,4,14775,96
2021-10-22,Coronavac,5,5130,96
2021-10-22,Coronavac,6,2171,96
2021-10-22,Coronavac,7,1051,96
2021-10-22,Coronavac,8,374,96
2021-10-22,Coronavac,9,182,96
2021-10-22,Coronavac,10,34,96
2021-10-22,Coronavac,11,5,96
2021-10-22,Pfizer,1,3,96
2021-10-22,Pfizer,2,17,96
2021-10-22,Pfizer,3,28743,96
2021-10-22,Pfizer,4,56906,96
2021-10-22,Pfizer,5,27688,96
2021-10-22,Pfizer,6,8089,96
2021-10-22,Pfizer,7,2840,96
2021-10-22,Pfizer,8,467,96
2021-10-22,Pfizer,9,152,96
2021-10-22,Pfizer,10,25,96
2021-10-22,Pfizer,11,6,96
2021-10-23,AZ,4,3662,95
2021-10-23,AZ,5,6061,95
2021-10-23,AZ,6,2446,95
2021-10-23,AZ,7,1049,95
2021-10-23,AZ,8,143,95
2021-10-23,AZ,9,21,95
2021-10-23,AZ,10,9,95
2021-10-23,AZ,11,2,95
2021-10-23,Coronavac,1,2,95
2021-10-23,Coronavac,3,6,95
2021-10-23,Coronavac,4,4714,95
2021-10-23,Coronavac,5,1645,95
2021-10-23,Coronavac,6,686,95
2021-10-23,Coronavac,7,305,95
2021-10-23,Coronavac,8,95,95
2021-10-23,Coronavac,9,40,95
2021-10-23,Coronavac,10,4,95
2021-10-23,Coronavac,11,2,95
2021-10-23,Pfizer,2,3,95
2021-10-23,Pfizer,3,13473,95
2021-10-23,Pfizer,4,20533,95
2021-10-23,Pfizer,5,10016,95
2021-10-23,Pfizer,6,2959,95
2021-10-23,Pfizer,7,960,95
2021-10-23,Pfizer,8,134,95
2021-10-23,Pfizer,9,41,95
2021-10-23,Pfizer,10,15,95
2021-10-23,Pfizer,11,2,95
2021-10-24,AZ,4,94,94
2021-10-24,AZ,5,164,94
2021-10-24,AZ,6,58,94
2021-10-24,AZ,7,37,94
2021-10-24,AZ,8,25,94
2021-10-24,AZ,10,1,94
2021-10-24,Coronavac,4,178,94
2021-10-24,Coronavac,5,89,94
2021-10-24,Coronavac,6,32,94
2021-10-24,Coronavac,7,8,94
2021-10-24,Coronavac,8,2,94
2021-10-24,Coronavac,9,1,94
2021-10-24,Pfizer,3,1934,94
2021-10-24,Pfizer,4,726,94
2021-10-24,Pfizer,5,399,94
2021-10-24,Pfizer,6,99,94
2021-10-24,Pfizer,7,31,94
2021-10-24,Pfizer,8,11,94
2021-10-24,Pfizer,9,2,94
2021-10-25,AZ,3,2,93
2021-10-25,AZ,4,9821,93
2021-10-25,AZ,5,9783,93
2021-10-25,AZ,6,4687,93
2021-10-25,AZ,7,1936,93
2021-10-25,AZ,8,318,93
2021-10-25,AZ,9,36,93
2021-10-25,AZ,10,15,93
2021-10-25,AZ,11,3,93
2021-10-25,Coronavac,2,1,93
2021-10-25,Coronavac,3,21,93
2021-10-25,Coronavac,4,14378,93
2021-10-25,Coronavac,5,5289,93
2021-10-25,Coronavac,6,2453,93
2021-10-25,Coronavac,7,1171,93
2021-10-25,Coronavac,8,431,93
2021-10-25,Coronavac,9,206,93
2021-10-25,Coronavac,10,41,93
2021-10-25,Coronavac,11,9,93
2021-10-25,Pfizer,1,3,93
2021-10-25,Pfizer,2,21,93
2021-10-25,Pfizer,3,64286,93
2021-10-25,Pfizer,4,51420,93
2021-10-25,Pfizer,5,24762,93
2021-10-25,Pfizer,6,7954,93
2021-10-25,Pfizer,7,2792,93
2021-10-25,Pfizer,8,434,93
2021-10-25,Pfizer,9,122,93
2021-10-25,Pfizer,10,27,93
2021-10-25,Pfizer,11,6,93
2021-10-26,AZ,2,2,92
2021-10-26,AZ,3,7,92
2021-10-26,AZ,4,10798,92
2021-10-26,AZ,5,14230,92
2021-10-26,AZ,6,5938,92
2021-10-26,AZ,7,2251,92
2021-10-26,AZ,8,301,92
2021-10-26,AZ,9,30,92
2021-10-26,AZ,10,13,92
2021-10-26,AZ,11,3,92
2021-10-26,Coronavac,1,1,92
2021-10-26,Coronavac,2,1,92
2021-10-26,Coronavac,3,18,92
2021-10-26,Coronavac,4,13530,92
2021-10-26,Coronavac,5,5084,92
2021-10-26,Coronavac,6,2104,92
2021-10-26,Coronavac,7,971,92
2021-10-26,Coronavac,8,366,92
2021-10-26,Coronavac,9,173,92
2021-10-26,Coronavac,10,43,92
2021-10-26,Coronavac,11,4,92
2021-10-26,Pfizer,1,3,92
2021-10-26,Pfizer,2,21,92
2021-10-26,Pfizer,3,84907,92
2021-10-26,Pfizer,4,50173,92
2021-10-26,Pfizer,5,17232,92
2021-10-26,Pfizer,6,5792,92
2021-10-26,Pfizer,7,2194,92
2021-10-26,Pfizer,8,381,92
2021-10-26,Pfizer,9,100,92
2021-10-26,Pfizer,10,21,92
2021-10-26,Pfizer,11,1,92
2021-10-27,AZ,3,5,91
2021-10-27,AZ,4,13205,91
2021-10-27,AZ,5,10282,91
2021-10-27,AZ,6,5095,91
2021-10-27,AZ,7,1780,91
2021-10-27,AZ,8,242,91
2021-10-27,AZ,9,40,91
2021-10-27,AZ,10,8,91
2021-10-27,AZ,11,1,91
2021-10-27,Coronavac,2,3,91
2021-10-27,Coronavac,3,24,91
2021-10-27,Coronavac,4,14635,91
2021-10-27,Coronavac,5,5313,91
2021-10-27,Coronavac,6,2190,91
2021-10-27,Coronavac,7,1081,91
2021-10-27,Coronavac,8,420,91
2021-10-27,Coronavac,9,156,91
2021-10-27,Coronavac,10,46,91
2021-10-27,Coronavac,11,6,91
2021-10-27,Pfizer,1,5,91
2021-10-27,Pfizer,2,31,91
2021-10-27,Pfizer,3,91358,91
2021-10-27,Pfizer,4,51174,91
2021-10-27,Pfizer,5,16057,91
2021-10-27,Pfizer,6,5654,91
2021-10-27,Pfizer,7,2144,91
2021-10-27,Pfizer,8,359,91
2021-10-27,Pfizer,9,99,91
2021-10-27,Pfizer,10,25,91
2021-10-27,Pfizer,11,4,91
2021-10-28,AZ,3,6,90
2021-10-28,AZ,4,17144,90
2021-10-28,AZ,5,11586,90
2021-10-28,AZ,6,5653,90
2021-10-28,AZ,7,2127,90
2021-10-28,AZ,8,325,90
2021-10-28,AZ,9,56,90
2021-10-28,AZ,10,21,90
2021-10-28,AZ,11,1,90
2021-10-28,Coronavac,2,1,90
2021-10-28,Coronavac,3,18,90
2021-10-28,Coronavac,4,14417,90
2021-10-28,Coronavac,5,4820,90
2021-10-28,Coronavac,6,2068,90
2021-10-28,Coronavac,7,1004,90
2021-10-28,Coronavac,8,394,90
2021-10-28,Coronavac,9,161,90
2021-10-28,Coronavac,10,40,90
2021-10-28,Coronavac,11,10,90
2021-10-28,Pfizer,1,8,90
2021-10-28,Pfizer,2,22,90
2021-10-28,Pfizer,3,66294,90
2021-10-28,Pfizer,4,41486,90
2021-10-28,Pfizer,5,11283,90
2021-10-28,Pfizer,6,3776,90
2021-10-28,Pfizer,7,1472,90
2021-10-28,Pfizer,8,263,90
2021-10-28,Pfizer,9,74,90
2021-10-28,Pfizer,10,36,90
2021-10-28,Pfizer,11,7,90
2021-10-29,AZ,3,5,89
2021-10-29,AZ,4,11973,89
2021-10-29,AZ,5,7852,89
2021-10-29,AZ,6,3136,89
2021-10-29,AZ,7,1137,89
2021-10-29,AZ,8,165,89
2021-10-29,AZ,9,25,89
2021-10-29,AZ,10,11,89
2021-10-29,AZ,11,2,89
2021-10-29,Coronavac,3,6,89
2021-10-29,Coronavac,4,6278,89
2021-10-29,Coronavac,5,2368,89
2021-10-29,Coronavac,6,1011,89
2021-10-29,Coronavac,7,508,89
2021-10-29,Coronavac,8,172,89
2021-10-29,Coronavac,9,81,89
2021-10-29,Coronavac,10,30,89
2021-10-29,Coronavac,11,4,89
2021-10-29,Pfizer,1,1,89
2021-10-29,Pfizer,2,7,89
2021-10-29,Pfizer,3,37237,89
2021-10-29,Pfizer,4,33243,89
2021-10-29,Pfizer,5,6669,89
2021-10-29,Pfizer,6,2440,89
2021-10-29,Pfizer,7,885,89
2021-10-29,Pfizer,8,202,89
2021-10-29,Pfizer,9,53,89
2021-10-29,Pfizer,10,21,89
2021-10-29,Pfizer,11,3,89
2021-10-30,AZ,2,1,88
2021-10-30,AZ,3,1,88
2021-10-30,AZ,4,4800,88
2021-10-30,AZ,5,3942,88
2021-10-30,AZ,6,1392,88
2021-10-30,AZ,7,537,88
2021-10-30,AZ,8,89,88
2021-10-30,AZ,9,14,88
2021-10-30,AZ,10,12,88
2021-10-30,AZ,11,3,88
2021-10-30,Coronavac,3,3,88
2021-10-30,Coronavac,4,2866,88
2021-10-30,Coronavac,5,1410,88
2021-10-30,Coronavac,6,678,88
2021-10-30,Coronavac,7,251,88
2021-10-30,Coronavac,8,56,88
2021-10-30,Coronavac,9,24,88
2021-10-30,Coronavac,10,5,88
2021-10-30,Coronavac,11,3,88
2021-10-30,Pfizer,1,1,88
2021-10-30,Pfizer,2,5,88
2021-10-30,Pfizer,3,19288,88
2021-10-30,Pfizer,4,13056,88
2021-10-30,Pfizer,5,2947,88
2021-10-30,Pfizer,6,1013,88
2021-10-30,Pfizer,7,374,88
2021-10-30,Pfizer,8,70,88
2021-10-30,Pfizer,9,18,88
2021-10-30,Pfizer,10,4,88
2021-10-30,Pfizer,11,1,88
2021-10-31,AZ,4,224,87
2021-10-31,AZ,5,147,87
2021-10-31,AZ,6,76,87
2021-10-31,AZ,7,33,87
2021-10-31,AZ,8,6,87
2021-10-31,AZ,10,1,87
2021-10-31,Coronavac,4,280,87
2021-10-31,Coronavac,5,90,87
2021-10-31,Coronavac,6,50,87
2021-10-31,Coronavac,7,10,87
2021-10-31,Coronavac,8,5,87
2021-10-31,Coronavac,9,2,87
2021-10-31,Coronavac,10,1,87
2021-10-31,Pfizer,2,1,87
2021-10-31,Pfizer,3,1195,87
2021-10-31,Pfizer,4,673,87
2021-10-31,Pfizer,5,210,87
2021-10-31,Pfizer,6,102,87
2021-10-31,Pfizer,7,34,87
2021-10-31,Pfizer,8,7,87
2021-10-31,Pfizer,9,1,87
2021-11-01,AZ,4,2303,86
2021-11-01,AZ,5,2083,86
2021-11-01,AZ,6,838,86
2021-11-01,AZ,7,316,86
2021-11-01,AZ,8,43,86
2021-11-01,AZ,9,9,86
2021-11-01,AZ,10,2,86
2021-11-01,Coronavac,3,2,86
2021-11-01,Coronavac,4,886,86
2021-11-01,Coronavac,5,311,86
2021-11-01,Coronavac,6,142,86
2021-11-01,Coronavac,7,73,86
2021-11-01,Coronavac,8,25,86
2021-11-01,Coronavac,9,17,86
2021-11-01,Coronavac,10,1,86
2021-11-01,Coronavac,11,1,86
2021-11-01,Pfizer,2,1,86
2021-11-01,Pfizer,3,15359,86
2021-11-01,Pfizer,4,7701,86
2021-11-01,Pfizer,5,1683,86
2021-11-01,Pfizer,6,635,86
2021-11-01,Pfizer,7,228,86
2021-11-01,Pfizer,8,49,86
2021-11-01,Pfizer,9,7,86
2021-11-01,Pfizer,10,10,86
2021-11-01,Pfizer,11,1,86
2021-11-02,AZ,3,1,85
2021-11-02,AZ,4,798,85
2021-11-02,AZ,5,887,85
2021-11-02,AZ,6,340,85
2021-11-02,AZ,7,112,85
2021-11-02,AZ,8,14,85
2021-11-02,Coronavac,3,1,85
2021-11-02,Coronavac,4,455,85
2021-11-02,Coronavac,5,190,85
2021-11-02,Coronavac,6,85,85
2021-11-02,Coronavac,7,34,85
2021-11-02,Coronavac,8,8,85
2021-11-02,Coronavac,9,4,85
2021-11-02,Coronavac,10,2,85
2021-11-02,Pfizer,1,1,85
2021-11-02,Pfizer,2,1,85
2021-11-02,Pfizer,3,5021,85
2021-11-02,Pfizer,4,3184,85
2021-11-02,Pfizer,5,676,85
2021-11-02,Pfizer,6,292,85
2021-11-02,Pfizer,7,87,85
2021-11-02,Pfizer,8,16,85
2021-11-02,Pfizer,9,7,85
2021-11-02,Pfizer,10,1,85
2021-11-03,AZ,2,2,84
2021-11-03,AZ,3,9,84
2021-11-03,AZ,4,22527,84
2021-11-03,AZ,5,11374,84
2021-11-03,AZ,6,5459,84
2021-11-03,AZ,7,2220,84
2021-11-03,AZ,8,386,84
2021-11-03,AZ,9,69,84
2021-11-03,AZ,10,16,84
2021-11-03,AZ,11,7,84
2021-11-03,Coronavac,3,11,84
2021-11-03,Coronavac,4,10136,84
2021-11-03,Coronavac,5,4057,84
2021-11-03,Coronavac,6,1891,84
2021-11-03,Coronavac,7,950,84
2021-11-03,Coronavac,8,375,84
2021-11-03,Coronavac,9,161,84
2021-11-03,Coronavac,10,24,84
2021-11-03,Coronavac,11,7,84
2021-11-03,Pfizer,1,4,84
2021-11-03,Pfizer,2,28,84
2021-11-03,Pfizer,3,86827,84
2021-11-03,Pfizer,4,65562,84
2021-11-03,Pfizer,5,12895,84
2021-11-03,Pfizer,6,4765,84
2021-11-03,Pfizer,7,1943,84
2021-11-03,Pfizer,8,426,84
2021-11-03,Pfizer,9,116,84
2021-11-03,Pfizer,10,22,84
2021-11-03,Pfizer,11,3,84
2021-11-04,AZ,3,18,83
2021-11-04,AZ,4,23812,83
2021-11-04,AZ,5,10185,83
2021-11-04,AZ,6,4799,83
2021-11-04,AZ,7,1924,83
2021-11-04,AZ,8,320,83
2021-11-04,AZ,9,57,83
2021-11-04,AZ,10,12,83
2021-11-04,AZ,11,5,83
2021-11-04,Coronavac,2,1,83
2021-11-04,Coronavac,3,9,83
2021-11-04,Coronavac,4,7949,83
2021-11-04,Coronavac,5,3067,83
2021-11-04,Coronavac,6,1370,83
2021-11-04,Coronavac,7,701,83
2021-11-04,Coronavac,8,293,83
2021-11-04,Coronavac,9,116,83
2021-11-04,Coronavac,10,32,83
2021-11-04,Coronavac,11,4,83
2021-11-04,Pfizer,1,7,83
2021-11-04,Pfizer,2,52,83
2021-11-04,Pfizer,3,82984,83
2021-11-04,Pfizer,4,62739,83
2021-11-04,Pfizer,5,10974,83
2021-11-04,Pfizer,6,4293,83
2021-11-04,Pfizer,7,1684,83
2021-11-04,Pfizer,8,329,83
2021-11-04,Pfizer,9,101,83
2021-11-04,Pfizer,10,30,83
2021-11-04,Pfizer,11,3,83
2021-11-05,AZ,2,2,82
2021-11-05,AZ,3,9,82
2021-11-05,AZ,4,20671,82
2021-11-05,AZ,5,9506,82
2021-11-05,AZ,6,4478,82
2021-11-05,AZ,7,1741,82
2021-11-05,AZ,8,301,82
2021-11-05,AZ,9,48,82
2021-11-05,AZ,10,16,82
2021-11-05,AZ,11,6,82
2021-11-05,Coronavac,3,11,82
2021-11-05,Coronavac,4,7193,82
2021-11-05,Coronavac,5,2828,82
2021-11-05,Coronavac,6,1210,82
2021-11-05,Coronavac,7,560,82
2021-11-05,Coronavac,8,218,82
2021-11-05,Coronavac,9,105,82
2021-11-05,Coronavac,10,23,82
2021-11-05,Coronavac,11,7,82
2021-11-05,Pfizer,1,10,82
2021-11-05,Pfizer,2,43,82
2021-11-05,Pfizer,3,90990,82
2021-11-05,Pfizer,4,75238,82
2021-11-05,Pfizer,5,10934,82
2021-11-05,Pfizer,6,4104,82
2021-11-05,Pfizer,7,1790,82
2021-11-05,Pfizer,8,342,82
2021-11-05,Pfizer,9,112,82
2021-11-05,Pfizer,10,31,82
2021-11-05,Pfizer,11,8,82
2021-11-06,AZ,3,4,81
2021-11-06,AZ,4,5757,81
2021-11-06,AZ,5,3024,81
2021-11-06,AZ,6,1734,81
2021-11-06,AZ,7,635,81
2021-11-06,AZ,8,88,81
2021-11-06,AZ,9,10,81
2021-11-06,AZ,10,4,81
2021-11-06,Coronavac,3,7,81
2021-11-06,Coronavac,4,2773,81
2021-11-06,Coronavac,5,1198,81
2021-11-06,Coronavac,6,551,81
2021-11-06,Coronavac,7,234,81
2021-11-06,Coronavac,8,51,81
2021-11-06,Coronavac,9,24,81
2021-11-06,Coronavac,10,7,81
2021-11-06,Coronavac,11,2,81
2021-11-06,Pfizer,1,1,81
2021-11-06,Pfizer,2,13,81
2021-11-06,Pfizer,3,28551,81
2021-11-06,Pfizer,4,26777,81
2021-11-06,Pfizer,5,3422,81
2021-11-06,Pfizer,6,1504,81
2021-11-06,Pfizer,7,596,81
2021-11-06,Pfizer,8,104,81
2021-11-06,Pfizer,9,35,81
2021-11-06,Pfizer,10,19,81
2021-11-07,AZ,4,200,80
2021-11-07,AZ,5,143,80
2021-11-07,AZ,6,58,80
2021-11-07,AZ,7,25,80
2021-11-07,AZ,8,4,80
2021-11-07,AZ,10,1,80
2021-11-07,Coronavac,4,290,80
2021-11-07,Coronavac,5,111,80
2021-11-07,Coronavac,6,46,80
2021-11-07,Coronavac,7,23,80
2021-11-07,Coronavac,8,5,80
2021-11-07,Coronavac,9,3,80
2021-11-07,Coronavac,10,1,80
2021-11-07,Pfizer,2,1,80
2021-11-07,Pfizer,3,1007,80
2021-11-07,Pfizer,4,1022,80
2021-11-07,Pfizer,5,193,80
2021-11-07,Pfizer,6,70,80
2021-11-07,Pfizer,7,27,80
2021-11-07,Pfizer,8,11,80
2021-11-07,Pfizer,9,3,80
2021-11-07,Pfizer,10,1,80
2021-11-08,AZ,2,1,79
2021-11-08,AZ,3,9,79
2021-11-08,AZ,4,18678,79
2021-11-08,AZ,5,8095,79
2021-11-08,AZ,6,4284,79
2021-11-08,AZ,7,1839,79
2021-11-08,AZ,8,311,79
2021-11-08,AZ,9,58,79
2021-11-08,AZ,10,12,79
2021-11-08,AZ,11,5,79
2021-11-08,Coronavac,1,1,79
2021-11-08,Coronavac,3,14,79
2021-11-08,Coronavac,4,5701,79
2021-11-08,Coronavac,5,2204,79
2021-11-08,Coronavac,6,881,79
2021-11-08,Coronavac,7,403,79
2021-11-08,Coronavac,8,189,79
2021-11-08,Coronavac,9,71,79
2021-11-08,Coronavac,10,16,79
2021-11-08,Coronavac,11,7,79
2021-11-08,Pfizer,1,6,79
2021-11-08,Pfizer,2,30,79
2021-11-08,Pfizer,3,61411,79
2021-11-08,Pfizer,4,81889,79
2021-11-08,Pfizer,5,9884,79
2021-11-08,Pfizer,6,3980,79
2021-11-08,Pfizer,7,1655,79
2021-11-08,Pfizer,8,363,79
2021-11-08,Pfizer,9,96,79
2021-11-08,Pfizer,10,41,79
2021-11-08,Pfizer,11,6,79
2021-11-09,AZ,2,3,78
2021-11-09,AZ,3,22,78
2021-11-09,AZ,4,23680,78
2021-11-09,AZ,5,7954,78
2021-11-09,AZ,6,4176,78
2021-11-09,AZ,7,1945,78
2021-11-09,AZ,8,316,78
2021-11-09,AZ,9,60,78
2021-11-09,AZ,10,18,78
2021-11-09,AZ,11,6,78
2021-11-09,Coronavac,2,1,78
2021-11-09,Coronavac,3,5,78
2021-11-09,Coronavac,4,5401,78
2021-11-09,Coronavac,5,2108,78
2021-11-09,Coronavac,6,810,78
2021-11-09,Coronavac,7,389,78
2021-11-09,Coronavac,8,146,78
2021-11-09,Coronavac,9,58,78
2021-11-09,Coronavac,10,16,78
2021-11-09,Coronavac,11,1,78
2021-11-09,Pfizer,1,11,78
2021-11-09,Pfizer,2,32,78
2021-11-09,Pfizer,3,63886,78
2021-11-09,Pfizer,4,61100,78
2021-11-09,Pfizer,5,8343,78
2021-11-09,Pfizer,6,3226,78
2021-11-09,Pfizer,7,1374,78
2021-11-09,Pfizer,8,307,78
2021-11-09,Pfizer,9,76,78
2021-11-09,Pfizer,10,20,78
2021-11-09,Pfizer,11,3,78
2021-11-10,AZ,1,1,77
2021-11-10,AZ,2,4,77
2021-11-10,AZ,3,21,77
2021-11-10,AZ,4,18218,77
2021-11-10,AZ,5,5533,77
2021-11-10,AZ,6,3236,77
2021-11-10,AZ,7,1378,77
2021-11-10,AZ,8,255,77
2021-11-10,AZ,9,48,77
2021-11-10,AZ,10,11,77
2021-11-10,AZ,11,3,77
2021-11-10,Coronavac,2,1,77
2021-11-10,Coronavac,3,15,77
2021-11-10,Coronavac,4,4229,77
2021-11-10,Coronavac,5,1562,77
2021-11-10,Coronavac,6,726,77
2021-11-10,Coronavac,7,342,77
2021-11-10,Coronavac,8,121,77
2021-11-10,Coronavac,9,55,77
2021-11-10,Coronavac,10,13,77
2021-11-10,Coronavac,11,3,77
2021-11-10,Pfizer,1,5,77
2021-11-10,Pfizer,2,25,77
2021-11-10,Pfizer,3,50752,77
2021-11-10,Pfizer,4,37883,77
2021-11-10,Pfizer,5,5671,77
2021-11-10,Pfizer,6,2321,77
2021-11-10,Pfizer,7,980,77
2021-11-10,Pfizer,8,195,77
2021-11-10,Pfizer,9,58,77
2021-11-10,Pfizer,10,11,77
2021-11-10,Pfizer,11,2,77
2021-11-11,AZ,3,24,76
2021-11-11,AZ,4,18388,76
2021-11-11,AZ,5,6013,76
2021-11-11,AZ,6,3386,76
2021-11-11,AZ,7,1526,76
2021-11-11,AZ,8,328,76
2021-11-11,AZ,9,57,76
2021-11-11,AZ,10,17,76
2021-11-11,AZ,11,4,76
2021-11-11,Coronavac,2,1,76
2021-11-11,Coronavac,3,15,76
2021-11-11,Coronavac,4,7550,76
2021-11-11,Coronavac,5,2869,76
2021-11-11,Coronavac,6,1328,76
2021-11-11,Coronavac,7,617,76
2021-11-11,Coronavac,8,213,76
2021-11-11,Coronavac,9,79,76
2021-11-11,Coronavac,10,29,76
2021-11-11,Coronavac,11,9,76
2021-11-11,Pfizer,1,8,76
2021-11-11,Pfizer,2,32,76
2021-11-11,Pfizer,3,57041,76
2021-11-11,Pfizer,4,41449,76
2021-11-11,Pfizer,5,6692,76
2021-11-11,Pfizer,6,2876,76
2021-11-11,Pfizer,7,1377,76
2021-11-11,Pfizer,8,364,76
2021-11-11,Pfizer,9,89,76
2021-11-11,Pfizer,10,28,76
2021-11-11,Pfizer,11,9,76
2021-11-12,AZ,3,15,75
2021-11-12,AZ,4,18169,75
2021-11-12,AZ,5,6114,75
2021-11-12,AZ,6,3341,75
2021-11-12,AZ,7,1505,75
2021-11-12,AZ,8,266,75
2021-11-12,AZ,9,45,75
2021-11-12,AZ,10,21,75
2021-11-12,AZ,11,3,75
2021-11-12,Coronavac,3,9,75
2021-11-12,Coronavac,4,6320,75
2021-11-12,Coronavac,5,2321,75
2021-11-12,Coronavac,6,1040,75
2021-11-12,Coronavac,7,452,75
2021-11-12,Coronavac,8,188,75
2021-11-12,Coronavac,9,69,75
2021-11-12,Coronavac,10,22,75
2021-11-12,Coronavac,11,4,75
2021-11-12,Pfizer,1,15,75
2021-11-12,Pfizer,2,29,75
2021-11-12,Pfizer,3,62313,75
2021-11-12,Pfizer,4,38666,75
2021-11-12,Pfizer,5,7244,75
2021-11-12,Pfizer,6,2986,75
2021-11-12,Pfizer,7,1278,75
2021-11-12,Pfizer,8,292,75
2021-11-12,Pfizer,9,82,75
2021-11-12,Pfizer,10,28,75
2021-11-12,Pfizer,11,4,75
2021-11-13,AZ,3,6,74
2021-11-13,AZ,4,4879,74
2021-11-13,AZ,5,3038,74
2021-11-13,AZ,6,1698,74
2021-11-13,AZ,7,847,74
2021-11-13,AZ,8,110,74
2021-11-13,AZ,9,22,74
2021-11-13,AZ,10,8,74
2021-11-13,AZ,11,1,74
2021-11-13,Coronavac,3,4,74
2021-11-13,Coronavac,4,2702,74
2021-11-13,Coronavac,5,1069,74
2021-11-13,Coronavac,6,450,74
2021-11-13,Coronavac,7,223,74
2021-11-13,Coronavac,8,77,74
2021-11-13,Coronavac,9,29,74
2021-11-13,Coronavac,10,9,74
2021-11-13,Coronavac,11,4,74
2021-11-13,Pfizer,1,1,74
2021-11-13,Pfizer,2,12,74
2021-11-13,Pfizer,3,29548,74
2021-11-13,Pfizer,4,18179,74
2021-11-13,Pfizer,5,2704,74
2021-11-13,Pfizer,6,1219,74
2021-11-13,Pfizer,7,508,74
2021-11-13,Pfizer,8,107,74
