data_D2,vacina_D2,agegroup,n,dif
2021-05-24,Coronavac,3,1,247
2021-05-24,Coronavac,4,418,247
2021-05-24,Coronavac,5,444,247
2021-05-24,Coronavac,6,505,247
2021-05-24,Coronavac,7,678,247
2021-05-24,Coronavac,8,14301,247
2021-05-24,Coronavac,9,1241,247
2021-05-24,Coronavac,10,210,247
2021-05-24,Coronavac,11,24,247
2021-05-24,Pfizer,4,1,247
2021-05-24,Pfizer,7,1,247
2021-05-25,AZ,4,657,246
2021-05-25,AZ,5,652,246
2021-05-25,AZ,6,593,246
2021-05-25,AZ,7,999,246
2021-05-25,AZ,8,815,246
2021-05-25,AZ,9,5570,246
2021-05-25,AZ,10,29993,246
2021-05-25,AZ,11,283,246
2021-05-25,Coronavac,3,3,246
2021-05-25,Coronavac,4,362,246
2021-05-25,Coronavac,5,364,246
2021-05-25,Coronavac,6,478,246
2021-05-25,Coronavac,7,675,246
2021-05-25,Coronavac,8,11111,246
2021-05-25,Coronavac,9,875,246
2021-05-25,Coronavac,10,141,246
2021-05-25,Coronavac,11,23,246
2021-05-25,Pfizer,6,1,246
2021-05-25,Pfizer,7,6,246
2021-05-25,Pfizer,8,2,246
2021-05-25,Pfizer,10,1,246
2021-05-26,AZ,3,1,245
2021-05-26,AZ,4,537,245
2021-05-26,AZ,5,496,245
2021-05-26,AZ,6,407,245
2021-05-26,AZ,7,560,245
2021-05-26,AZ,8,526,245
2021-05-26,AZ,9,16759,245
2021-05-26,AZ,10,18250,245
2021-05-26,AZ,11,178,245
2021-05-26,Coronavac,3,1,245
2021-05-26,Coronavac,4,366,245
2021-05-26,Coronavac,5,357,245
2021-05-26,Coronavac,6,510,245
2021-05-26,Coronavac,7,759,245
2021-05-26,Coronavac,8,7341,245
2021-05-26,Coronavac,9,913,245
2021-05-26,Coronavac,10,155,245
2021-05-26,Coronavac,11,21,245
2021-05-26,Pfizer,5,1,245
2021-05-26,Pfizer,6,1,245
2021-05-27,AZ,2,1,244
2021-05-27,AZ,3,1,244
2021-05-27,AZ,4,479,244
2021-05-27,AZ,5,572,244
2021-05-27,AZ,6,430,244
2021-05-27,AZ,7,535,244
2021-05-27,AZ,8,552,244
2021-05-27,AZ,9,7570,244
2021-05-27,AZ,10,22354,244
2021-05-27,AZ,11,144,244
2021-05-27,Coronavac,3,2,244
2021-05-27,Coronavac,4,230,244
2021-05-27,Coronavac,5,292,244
2021-05-27,Coronavac,6,336,244
2021-05-27,Coronavac,7,523,244
2021-05-27,Coronavac,8,7221,244
2021-05-27,Coronavac,9,707,244
2021-05-27,Coronavac,10,143,244
2021-05-27,Coronavac,11,17,244
2021-05-27,Pfizer,8,6,244
2021-05-28,AZ,3,3,243
2021-05-28,AZ,4,405,243
2021-05-28,AZ,5,442,243
2021-05-28,AZ,6,370,243
2021-05-28,AZ,7,486,243
2021-05-28,AZ,8,560,243
2021-05-28,AZ,9,4506,243
2021-05-28,AZ,10,20461,243
2021-05-28,AZ,11,189,243
2021-05-28,Coronavac,4,290,243
2021-05-28,Coronavac,5,289,243
2021-05-28,Coronavac,6,682,243
2021-05-28,Coronavac,7,1146,243
2021-05-28,Coronavac,8,6064,243
2021-05-28,Coronavac,9,812,243
2021-05-28,Coronavac,10,137,243
2021-05-28,Coronavac,11,20,243
2021-05-28,Pfizer,4,3,243
2021-05-28,Pfizer,6,2,243
2021-05-28,Pfizer,7,1,243
2021-05-29,AZ,3,1,242
2021-05-29,AZ,4,135,242
2021-05-29,AZ,5,153,242
2021-05-29,AZ,6,128,242
2021-05-29,AZ,7,171,242
2021-05-29,AZ,8,202,242
2021-05-29,AZ,9,1633,242
2021-05-29,AZ,10,7124,242
2021-05-29,AZ,11,44,242
2021-05-29,Coronavac,4,72,242
2021-05-29,Coronavac,5,88,242
2021-05-29,Coronavac,6,326,242
2021-05-29,Coronavac,7,444,242
2021-05-29,Coronavac,8,1014,242
2021-05-29,Coronavac,9,120,242
2021-05-29,Coronavac,10,32,242
2021-05-29,Coronavac,11,6,242
2021-05-29,Pfizer,4,1,242
2021-05-29,Pfizer,6,1,242
2021-05-29,Pfizer,8,1,242
2021-05-30,AZ,4,6,241
2021-05-30,AZ,5,7,241
2021-05-30,AZ,6,14,241
2021-05-30,AZ,7,4,241
2021-05-30,AZ,8,1,241
2021-05-30,AZ,9,67,241
2021-05-30,AZ,10,279,241
2021-05-30,AZ,11,3,241
2021-05-30,Coronavac,4,10,241
2021-05-30,Coronavac,5,4,241
2021-05-30,Coronavac,6,4,241
2021-05-30,Coronavac,7,5,241
2021-05-30,Coronavac,8,138,241
2021-05-30,Coronavac,9,19,241
2021-05-30,Coronavac,10,2,241
2021-05-30,Coronavac,11,1,241
2021-05-31,AZ,1,1,240
2021-05-31,AZ,3,1,240
2021-05-31,AZ,4,290,240
2021-05-31,AZ,5,258,240
2021-05-31,AZ,6,272,240
2021-05-31,AZ,7,507,240
2021-05-31,AZ,8,490,240
2021-05-31,AZ,9,3102,240
2021-05-31,AZ,10,13482,240
2021-05-31,AZ,11,110,240
2021-05-31,Coronavac,3,1,240
2021-05-31,Coronavac,4,194,240
2021-05-31,Coronavac,5,450,240
2021-05-31,Coronavac,6,671,240
2021-05-31,Coronavac,7,787,240
2021-05-31,Coronavac,8,5537,240
2021-05-31,Coronavac,9,370,240
2021-05-31,Coronavac,10,70,240
2021-05-31,Coronavac,11,13,240
2021-05-31,Pfizer,5,1,240
2021-05-31,Pfizer,7,1,240
2021-06-01,AZ,3,2,239
2021-06-01,AZ,4,360,239
2021-06-01,AZ,5,358,239
2021-06-01,AZ,6,340,239
2021-06-01,AZ,7,924,239
2021-06-01,AZ,8,649,239
2021-06-01,AZ,9,6519,239
2021-06-01,AZ,10,32034,239
2021-06-01,AZ,11,172,239
2021-06-01,Coronavac,3,1,239
2021-06-01,Coronavac,4,237,239
2021-06-01,Coronavac,5,430,239
2021-06-01,Coronavac,6,549,239
2021-06-01,Coronavac,7,780,239
2021-06-01,Coronavac,8,5140,239
2021-06-01,Coronavac,9,376,239
2021-06-01,Coronavac,10,105,239
2021-06-01,Coronavac,11,10,239
2021-06-01,Pfizer,7,1,239
2021-06-02,AZ,3,2,238
2021-06-02,AZ,4,502,238
2021-06-02,AZ,5,517,238
2021-06-02,AZ,6,404,238
2021-06-02,AZ,7,605,238
2021-06-02,AZ,8,764,238
2021-06-02,AZ,9,7169,238
2021-06-02,AZ,10,14870,238
2021-06-02,AZ,11,178,238
2021-06-02,Coronavac,2,1,238
2021-06-02,Coronavac,4,274,238
2021-06-02,Coronavac,5,380,238
2021-06-02,Coronavac,6,575,238
2021-06-02,Coronavac,7,974,238
2021-06-02,Coronavac,8,2433,238
2021-06-02,Coronavac,9,388,238
2021-06-02,Coronavac,10,60,238
2021-06-02,Coronavac,11,11,238
2021-06-02,Pfizer,5,1,238
2021-06-02,Pfizer,6,1,238
2021-06-02,Pfizer,9,1,238
2021-06-03,AZ,4,103,237
2021-06-03,AZ,5,137,237
2021-06-03,AZ,6,116,237
2021-06-03,AZ,7,243,237
2021-06-03,AZ,8,405,237
2021-06-03,AZ,9,6915,237
2021-06-03,AZ,10,2605,237
2021-06-03,AZ,11,55,237
2021-06-03,Coronavac,4,84,237
2021-06-03,Coronavac,5,176,237
2021-06-03,Coronavac,6,164,237
2021-06-03,Coronavac,7,480,237
2021-06-03,Coronavac,8,669,237
2021-06-03,Coronavac,9,114,237
2021-06-03,Coronavac,10,15,237
2021-06-03,Coronavac,11,8,237
2021-06-03,Pfizer,5,1,237
2021-06-03,Pfizer,6,1,237
2021-06-03,Pfizer,7,1,237
2021-06-03,Pfizer,8,2,237
2021-06-04,AZ,4,161,236
2021-06-04,AZ,5,186,236
2021-06-04,AZ,6,146,236
2021-06-04,AZ,7,202,236
2021-06-04,AZ,8,335,236
2021-06-04,AZ,9,3424,236
2021-06-04,AZ,10,2675,236
2021-06-04,AZ,11,49,236
2021-06-04,Coronavac,4,146,236
2021-06-04,Coronavac,5,231,236
2021-06-04,Coronavac,6,223,236
2021-06-04,Coronavac,7,609,236
2021-06-04,Coronavac,8,785,236
2021-06-04,Coronavac,9,126,236
2021-06-04,Coronavac,10,43,236
2021-06-04,Coronavac,11,9,236
2021-06-04,Pfizer,3,1,236
2021-06-04,Pfizer,4,24,236
2021-06-04,Pfizer,5,11,236
2021-06-04,Pfizer,6,11,236
2021-06-04,Pfizer,7,4,236
2021-06-05,AZ,4,147,235
2021-06-05,AZ,5,154,235
2021-06-05,AZ,6,140,235
2021-06-05,AZ,7,158,235
2021-06-05,AZ,8,310,235
2021-06-05,AZ,9,2054,235
2021-06-05,AZ,10,2920,235
2021-06-05,AZ,11,73,235
2021-06-05,Coronavac,4,223,235
2021-06-05,Coronavac,5,227,235
2021-06-05,Coronavac,6,268,235
2021-06-05,Coronavac,7,794,235
2021-06-05,Coronavac,8,1663,235
2021-06-05,Coronavac,9,628,235
2021-06-05,Coronavac,10,106,235
2021-06-05,Coronavac,11,16,235
2021-06-05,Pfizer,5,1,235
2021-06-05,Pfizer,6,1,235
2021-06-05,Pfizer,7,3,235
2021-06-05,Pfizer,8,2,235
2021-06-06,AZ,6,3,234
2021-06-06,AZ,7,2,234
2021-06-06,AZ,8,10,234
2021-06-06,AZ,9,10,234
2021-06-06,AZ,10,34,234
2021-06-06,Coronavac,4,7,234
2021-06-06,Coronavac,5,9,234
2021-06-06,Coronavac,6,6,234
2021-06-06,Coronavac,7,12,234
2021-06-06,Coronavac,8,47,234
2021-06-06,Coronavac,9,11,234
2021-06-06,Coronavac,10,4,234
2021-06-06,Coronavac,11,2,234
2021-06-07,AZ,4,365,233
2021-06-07,AZ,5,331,233
2021-06-07,AZ,6,305,233
2021-06-07,AZ,7,231,233
2021-06-07,AZ,8,328,233
2021-06-07,AZ,9,4043,233
2021-06-07,AZ,10,4021,233
2021-06-07,AZ,11,75,233
2021-06-07,Coronavac,4,346,233
2021-06-07,Coronavac,5,435,233
2021-06-07,Coronavac,6,503,233
2021-06-07,Coronavac,7,1189,233
2021-06-07,Coronavac,8,1342,233
2021-06-07,Coronavac,9,324,233
2021-06-07,Coronavac,10,51,233
2021-06-07,Coronavac,11,8,233
2021-06-07,Pfizer,4,70,233
2021-06-07,Pfizer,5,40,233
2021-06-07,Pfizer,6,26,233
2021-06-07,Pfizer,7,8,233
2021-06-07,Pfizer,8,1,233
2021-06-08,AZ,3,3,232
2021-06-08,AZ,4,324,232
2021-06-08,AZ,5,331,232
2021-06-08,AZ,6,255,232
2021-06-08,AZ,7,223,232
2021-06-08,AZ,8,390,232
2021-06-08,AZ,9,2127,232
2021-06-08,AZ,10,2222,232
2021-06-08,AZ,11,62,232
2021-06-08,Coronavac,4,347,232
2021-06-08,Coronavac,5,481,232
2021-06-08,Coronavac,6,438,232
2021-06-08,Coronavac,7,1092,232
2021-06-08,Coronavac,8,1018,232
2021-06-08,Coronavac,9,216,232
2021-06-08,Coronavac,10,35,232
2021-06-08,Coronavac,11,8,232
2021-06-08,Pfizer,4,52,232
2021-06-08,Pfizer,5,54,232
2021-06-08,Pfizer,6,38,232
2021-06-08,Pfizer,7,13,232
2021-06-08,Pfizer,8,1,232
2021-06-08,Pfizer,9,1,232
2021-06-09,AZ,3,2,231
2021-06-09,AZ,4,298,231
2021-06-09,AZ,5,262,231
2021-06-09,AZ,6,211,231
2021-06-09,AZ,7,159,231
2021-06-09,AZ,8,247,231
2021-06-09,AZ,9,1172,231
2021-06-09,AZ,10,1475,231
2021-06-09,AZ,11,44,231
2021-06-09,Coronavac,4,352,231
2021-06-09,Coronavac,5,480,231
2021-06-09,Coronavac,6,435,231
2021-06-09,Coronavac,7,1004,231
2021-06-09,Coronavac,8,973,231
2021-06-09,Coronavac,9,250,231
2021-06-09,Coronavac,10,33,231
2021-06-09,Coronavac,11,9,231
2021-06-09,Pfizer,6,4,231
2021-06-10,AZ,3,1,230
2021-06-10,AZ,4,238,230
2021-06-10,AZ,5,209,230
2021-06-10,AZ,6,203,230
2021-06-10,AZ,7,166,230
2021-06-10,AZ,8,275,230
2021-06-10,AZ,9,1200,230
2021-06-10,AZ,10,1329,230
2021-06-10,AZ,11,45,230
2021-06-10,Coronavac,3,1,230
2021-06-10,Coronavac,4,388,230
2021-06-10,Coronavac,5,650,230
2021-06-10,Coronavac,6,521,230
2021-06-10,Coronavac,7,912,230
2021-06-10,Coronavac,8,1076,230
2021-06-10,Coronavac,9,276,230
2021-06-10,Coronavac,10,29,230
2021-06-10,Coronavac,11,8,230
2021-06-10,Pfizer,7,1,230
2021-06-11,AZ,4,259,229
2021-06-11,AZ,5,230,229
2021-06-11,AZ,6,168,229
2021-06-11,AZ,7,154,229
2021-06-11,AZ,8,212,229
2021-06-11,AZ,9,828,229
2021-06-11,AZ,10,881,229
2021-06-11,AZ,11,31,229
2021-06-11,Coronavac,4,437,229
2021-06-11,Coronavac,5,698,229
2021-06-11,Coronavac,6,457,229
2021-06-11,Coronavac,7,780,229
2021-06-11,Coronavac,8,880,229
2021-06-11,Coronavac,9,239,229
2021-06-11,Coronavac,10,32,229
2021-06-11,Coronavac,11,7,229
2021-06-11,Pfizer,4,1,229
2021-06-11,Pfizer,5,2,229
2021-06-11,Pfizer,6,1,229
2021-06-11,Pfizer,7,4,229
2021-06-12,AZ,4,57,228
2021-06-12,AZ,5,58,228
2021-06-12,AZ,6,43,228
2021-06-12,AZ,7,49,228
2021-06-12,AZ,8,66,228
2021-06-12,AZ,9,136,228
2021-06-12,AZ,10,182,228
2021-06-12,AZ,11,2,228
2021-06-12,Coronavac,4,75,228
2021-06-12,Coronavac,5,138,228
2021-06-12,Coronavac,6,130,228
2021-06-12,Coronavac,7,198,228
2021-06-12,Coronavac,8,157,228
2021-06-12,Coronavac,9,47,228
2021-06-12,Coronavac,10,12,228
2021-06-12,Coronavac,11,3,228
2021-06-12,Pfizer,5,2,228
2021-06-12,Pfizer,6,1,228
2021-06-12,Pfizer,8,1,228
2021-06-13,AZ,4,5,227
2021-06-13,AZ,5,4,227
2021-06-13,AZ,6,3,227
2021-06-13,AZ,7,2,227
2021-06-13,AZ,8,1,227
2021-06-13,AZ,9,4,227
2021-06-13,AZ,10,8,227
2021-06-13,Coronavac,4,5,227
2021-06-13,Coronavac,5,5,227
2021-06-13,Coronavac,6,5,227
2021-06-13,Coronavac,7,17,227
2021-06-13,Coronavac,8,25,227
2021-06-13,Coronavac,9,10,227
2021-06-13,Coronavac,10,3,227
2021-06-13,Coronavac,11,1,227
2021-06-14,AZ,4,172,226
2021-06-14,AZ,5,153,226
2021-06-14,AZ,6,152,226
2021-06-14,AZ,7,101,226
2021-06-14,AZ,8,224,226
2021-06-14,AZ,9,860,226
2021-06-14,AZ,10,662,226
2021-06-14,AZ,11,28,226
2021-06-14,Coronavac,4,461,226
2021-06-14,Coronavac,5,727,226
2021-06-14,Coronavac,6,640,226
2021-06-14,Coronavac,7,1035,226
2021-06-14,Coronavac,8,755,226
2021-06-14,Coronavac,9,186,226
2021-06-14,Coronavac,10,30,226
2021-06-14,Coronavac,11,6,226
2021-06-14,Pfizer,4,22,226
2021-06-14,Pfizer,5,9,226
2021-06-14,Pfizer,6,8,226
2021-06-14,Pfizer,7,6,226
2021-06-14,Pfizer,8,2,226
2021-06-14,Pfizer,9,1,226
2021-06-15,AZ,4,191,225
2021-06-15,AZ,5,194,225
2021-06-15,AZ,6,157,225
2021-06-15,AZ,7,168,225
2021-06-15,AZ,8,161,225
2021-06-15,AZ,9,826,225
2021-06-15,AZ,10,587,225
2021-06-15,AZ,11,23,225
2021-06-15,Coronavac,3,2,225
2021-06-15,Coronavac,4,559,225
2021-06-15,Coronavac,5,904,225
2021-06-15,Coronavac,6,592,225
2021-06-15,Coronavac,7,836,225
2021-06-15,Coronavac,8,656,225
2021-06-15,Coronavac,9,193,225
2021-06-15,Coronavac,10,37,225
2021-06-15,Coronavac,11,9,225
2021-06-15,Pfizer,4,1,225
2021-06-15,Pfizer,5,3,225
2021-06-15,Pfizer,6,3,225
2021-06-15,Pfizer,7,3,225
2021-06-15,Pfizer,8,1,225
2021-06-16,AZ,3,2,224
2021-06-16,AZ,4,244,224
2021-06-16,AZ,5,220,224
2021-06-16,AZ,6,180,224
2021-06-16,AZ,7,153,224
2021-06-16,AZ,8,160,224
2021-06-16,AZ,9,419,224
2021-06-16,AZ,10,485,224
2021-06-16,AZ,11,14,224
2021-06-16,Coronavac,3,1,224
2021-06-16,Coronavac,4,624,224
2021-06-16,Coronavac,5,927,224
2021-06-16,Coronavac,6,656,224
2021-06-16,Coronavac,7,847,224
2021-06-16,Coronavac,8,612,224
2021-06-16,Coronavac,9,252,224
2021-06-16,Coronavac,10,39,224
2021-06-16,Coronavac,11,8,224
2021-06-16,Pfizer,4,2,224
2021-06-16,Pfizer,5,4,224
2021-06-16,Pfizer,6,2,224
2021-06-16,Pfizer,7,3,224
2021-06-16,Pfizer,8,1,224
2021-06-16,Pfizer,9,1,224
2021-06-17,AZ,3,1,223
2021-06-17,AZ,4,221,223
2021-06-17,AZ,5,183,223
2021-06-17,AZ,6,164,223
2021-06-17,AZ,7,152,223
2021-06-17,AZ,8,314,223
2021-06-17,AZ,9,516,223
2021-06-17,AZ,10,375,223
2021-06-17,AZ,11,13,223
2021-06-17,Coronavac,4,633,223
2021-06-17,Coronavac,5,991,223
2021-06-17,Coronavac,6,822,223
2021-06-17,Coronavac,7,734,223
2021-06-17,Coronavac,8,613,223
2021-06-17,Coronavac,9,178,223
2021-06-17,Coronavac,10,32,223
2021-06-17,Coronavac,11,9,223
2021-06-17,Pfizer,4,2,223
2021-06-17,Pfizer,5,2,223
2021-06-17,Pfizer,6,1,223
2021-06-17,Pfizer,7,3,223
2021-06-17,Pfizer,8,1,223
2021-06-18,AZ,3,1,222
2021-06-18,AZ,4,162,222
2021-06-18,AZ,5,149,222
2021-06-18,AZ,6,129,222
2021-06-18,AZ,7,130,222
2021-06-18,AZ,8,284,222
2021-06-18,AZ,9,278,222
2021-06-18,AZ,10,332,222
2021-06-18,AZ,11,9,222
2021-06-18,Coronavac,3,2,222
2021-06-18,Coronavac,4,873,222
2021-06-18,Coronavac,5,1138,222
2021-06-18,Coronavac,6,1125,222
2021-06-18,Coronavac,7,896,222
2021-06-18,Coronavac,8,1152,222
2021-06-18,Coronavac,9,293,222
2021-06-18,Coronavac,10,60,222
2021-06-18,Coronavac,11,11,222
2021-06-18,Pfizer,5,2,222
2021-06-18,Pfizer,7,1,222
2021-06-18,Pfizer,8,1,222
2021-06-19,AZ,4,48,221
2021-06-19,AZ,5,28,221
2021-06-19,AZ,6,54,221
2021-06-19,AZ,7,64,221
2021-06-19,AZ,8,160,221
2021-06-19,AZ,9,180,221
2021-06-19,AZ,10,159,221
2021-06-19,AZ,11,6,221
2021-06-19,Coronavac,4,350,221
2021-06-19,Coronavac,5,437,221
2021-06-19,Coronavac,6,314,221
2021-06-19,Coronavac,7,257,221
2021-06-19,Coronavac,8,981,221
2021-06-19,Coronavac,9,216,221
2021-06-19,Coronavac,10,32,221
2021-06-19,Coronavac,11,3,221
2021-06-19,Pfizer,4,3,221
2021-06-19,Pfizer,6,2,221
2021-06-19,Pfizer,7,5,221
2021-06-19,Pfizer,8,1,221
2021-06-20,AZ,4,4,220
2021-06-20,AZ,5,1,220
2021-06-20,AZ,6,3,220
2021-06-20,AZ,7,11,220
2021-06-20,AZ,8,8,220
2021-06-20,AZ,9,6,220
2021-06-20,AZ,10,349,220
2021-06-20,AZ,11,12,220
2021-06-20,Coronavac,4,132,220
2021-06-20,Coronavac,5,89,220
2021-06-20,Coronavac,6,49,220
2021-06-20,Coronavac,7,20,220
2021-06-20,Coronavac,8,36,220
2021-06-20,Coronavac,9,6,220
2021-06-20,Pfizer,4,1,220
2021-06-21,AZ,4,130,219
2021-06-21,AZ,5,132,219
2021-06-21,AZ,6,150,219
2021-06-21,AZ,7,122,219
2021-06-21,AZ,8,319,219
2021-06-21,AZ,9,254,219
2021-06-21,AZ,10,303,219
2021-06-21,AZ,11,7,219
2021-06-21,Coronavac,4,615,219
2021-06-21,Coronavac,5,1083,219
2021-06-21,Coronavac,6,1163,219
2021-06-21,Coronavac,7,1047,219
2021-06-21,Coronavac,8,747,219
2021-06-21,Coronavac,9,221,219
2021-06-21,Coronavac,10,46,219
2021-06-21,Coronavac,11,9,219
2021-06-21,Pfizer,3,2,219
2021-06-21,Pfizer,4,59,219
2021-06-21,Pfizer,5,54,219
2021-06-21,Pfizer,6,36,219
2021-06-21,Pfizer,7,12,219
2021-06-21,Pfizer,8,2,219
2021-06-22,AZ,3,1,218
2021-06-22,AZ,4,115,218
2021-06-22,AZ,5,106,218
2021-06-22,AZ,6,122,218
2021-06-22,AZ,7,117,218
2021-06-22,AZ,8,814,218
2021-06-22,AZ,9,233,218
2021-06-22,AZ,10,267,218
2021-06-22,AZ,11,14,218
2021-06-22,Coronavac,2,1,218
2021-06-22,Coronavac,3,1,218
2021-06-22,Coronavac,4,446,218
2021-06-22,Coronavac,5,621,218
2021-06-22,Coronavac,6,464,218
2021-06-22,Coronavac,7,506,218
2021-06-22,Coronavac,8,492,218
2021-06-22,Coronavac,9,130,218
2021-06-22,Coronavac,10,23,218
2021-06-22,Coronavac,11,5,218
2021-06-22,Pfizer,4,2,218
2021-06-22,Pfizer,5,1,218
2021-06-22,Pfizer,6,6,218
2021-06-22,Pfizer,7,10,218
2021-06-22,Pfizer,8,1,218
2021-06-23,AZ,4,130,217
2021-06-23,AZ,5,117,217
2021-06-23,AZ,6,129,217
2021-06-23,AZ,7,113,217
2021-06-23,AZ,8,433,217
2021-06-23,AZ,9,294,217
2021-06-23,AZ,10,294,217
2021-06-23,AZ,11,13,217
2021-06-23,Coronavac,3,1,217
2021-06-23,Coronavac,4,1196,217
2021-06-23,Coronavac,5,1402,217
2021-06-23,Coronavac,6,1563,217
2021-06-23,Coronavac,7,1353,217
2021-06-23,Coronavac,8,646,217
2021-06-23,Coronavac,9,196,217
2021-06-23,Coronavac,10,29,217
2021-06-23,Coronavac,11,10,217
2021-06-23,Pfizer,4,3,217
2021-06-23,Pfizer,5,2,217
2021-06-23,Pfizer,6,7,217
2021-06-23,Pfizer,7,5,217
2021-06-23,Pfizer,8,3,217
2021-06-24,AZ,4,243,216
2021-06-24,AZ,5,140,216
2021-06-24,AZ,6,122,216
2021-06-24,AZ,7,77,216
2021-06-24,AZ,8,407,216
2021-06-24,AZ,9,226,216
2021-06-24,AZ,10,234,216
2021-06-24,AZ,11,8,216
2021-06-24,Coronavac,4,667,216
2021-06-24,Coronavac,5,770,216
2021-06-24,Coronavac,6,881,216
2021-06-24,Coronavac,7,661,216
2021-06-24,Coronavac,8,494,216
2021-06-24,Coronavac,9,147,216
2021-06-24,Coronavac,10,30,216
2021-06-24,Coronavac,11,4,216
2021-06-24,Pfizer,4,3,216
2021-06-24,Pfizer,5,4,216
2021-06-24,Pfizer,6,10,216
2021-06-24,Pfizer,7,8,216
2021-06-24,Pfizer,8,2,216
2021-06-24,Pfizer,9,1,216
2021-06-25,AZ,4,134,215
2021-06-25,AZ,5,161,215
2021-06-25,AZ,6,132,215
2021-06-25,AZ,7,85,215
2021-06-25,AZ,8,397,215
2021-06-25,AZ,9,272,215
2021-06-25,AZ,10,204,215
2021-06-25,AZ,11,17,215
2021-06-25,Coronavac,4,963,215
2021-06-25,Coronavac,5,1034,215
2021-06-25,Coronavac,6,968,215
2021-06-25,Coronavac,7,473,215
2021-06-25,Coronavac,8,640,215
2021-06-25,Coronavac,9,151,215
2021-06-25,Coronavac,10,37,215
2021-06-25,Coronavac,11,5,215
2021-06-25,Pfizer,4,3,215
2021-06-25,Pfizer,5,7,215
2021-06-25,Pfizer,6,23,215
2021-06-25,Pfizer,7,14,215
2021-06-25,Pfizer,8,3,215
2021-06-26,AZ,4,29,214
2021-06-26,AZ,5,28,214
2021-06-26,AZ,6,41,214
2021-06-26,AZ,7,41,214
2021-06-26,AZ,8,209,214
2021-06-26,AZ,9,140,214
2021-06-26,AZ,10,91,214
2021-06-26,AZ,11,7,214
2021-06-26,Coronavac,4,252,214
2021-06-26,Coronavac,5,369,214
2021-06-26,Coronavac,6,273,214
2021-06-26,Coronavac,7,189,214
2021-06-26,Coronavac,8,258,214
2021-06-26,Coronavac,9,122,214
2021-06-26,Coronavac,10,19,214
2021-06-26,Coronavac,11,7,214
2021-06-26,Pfizer,5,2,214
2021-06-26,Pfizer,6,4,214
2021-06-26,Pfizer,7,2,214
2021-06-26,Pfizer,8,2,214
2021-06-26,Pfizer,9,1,214
2021-06-27,AZ,4,1,213
2021-06-27,AZ,5,23,213
2021-06-27,AZ,6,47,213
2021-06-27,AZ,7,9,213
2021-06-27,AZ,8,8,213
2021-06-27,AZ,9,3,213
2021-06-27,AZ,10,1,213
2021-06-27,AZ,11,1,213
2021-06-27,Coronavac,4,18,213
2021-06-27,Coronavac,5,19,213
2021-06-27,Coronavac,6,15,213
2021-06-27,Coronavac,7,6,213
2021-06-27,Coronavac,8,12,213
2021-06-27,Coronavac,9,2,213
2021-06-27,Coronavac,10,1,213
2021-06-27,Pfizer,7,1,213
2021-06-28,AZ,3,1,212
2021-06-28,AZ,4,2179,212
2021-06-28,AZ,5,6649,212
2021-06-28,AZ,6,8981,212
2021-06-28,AZ,7,4147,212
2021-06-28,AZ,8,1916,212
2021-06-28,AZ,9,189,212
2021-06-28,AZ,10,196,212
2021-06-28,AZ,11,6,212
2021-06-28,Coronavac,3,1,212
2021-06-28,Coronavac,4,1159,212
2021-06-28,Coronavac,5,1672,212
2021-06-28,Coronavac,6,1300,212
2021-06-28,Coronavac,7,706,212
2021-06-28,Coronavac,8,622,212
2021-06-28,Coronavac,9,195,212
2021-06-28,Coronavac,10,29,212
2021-06-28,Coronavac,11,5,212
2021-06-28,Pfizer,4,3,212
2021-06-28,Pfizer,5,3,212
2021-06-28,Pfizer,6,33,212
2021-06-28,Pfizer,7,11,212
2021-06-28,Pfizer,8,2,212
2021-06-28,Pfizer,9,1,212
2021-06-29,AZ,3,1,211
2021-06-29,AZ,4,2713,211
2021-06-29,AZ,5,8124,211
2021-06-29,AZ,6,10430,211
2021-06-29,AZ,7,4125,211
2021-06-29,AZ,8,1706,211
2021-06-29,AZ,9,157,211
2021-06-29,AZ,10,170,211
2021-06-29,AZ,11,8,211
2021-06-29,Coronavac,4,1088,211
2021-06-29,Coronavac,5,1487,211
2021-06-29,Coronavac,6,932,211
2021-06-29,Coronavac,7,516,211
2021-06-29,Coronavac,8,381,211
2021-06-29,Coronavac,9,183,211
2021-06-29,Coronavac,10,43,211
2021-06-29,Coronavac,11,8,211
2021-06-29,Pfizer,4,2,211
2021-06-29,Pfizer,5,1,211
2021-06-29,Pfizer,6,12,211
2021-06-29,Pfizer,7,3,211
2021-06-29,Pfizer,8,4,211
2021-06-30,AZ,4,2831,210
2021-06-30,AZ,5,7189,210
2021-06-30,AZ,6,8812,210
2021-06-30,AZ,7,3543,210
2021-06-30,AZ,8,2084,210
2021-06-30,AZ,9,176,210
2021-06-30,AZ,10,145,210
2021-06-30,AZ,11,5,210
2021-06-30,Coronavac,1,1,210
2021-06-30,Coronavac,3,7,210
2021-06-30,Coronavac,4,1642,210
2021-06-30,Coronavac,5,1917,210
2021-06-30,Coronavac,6,1104,210
2021-06-30,Coronavac,7,647,210
2021-06-30,Coronavac,8,347,210
2021-06-30,Coronavac,9,156,210
2021-06-30,Coronavac,10,27,210
2021-06-30,Coronavac,11,1,210
2021-06-30,Pfizer,4,1,210
2021-06-30,Pfizer,5,2,210
2021-06-30,Pfizer,6,3,210
2021-06-30,Pfizer,7,5,210
2021-06-30,Pfizer,8,3,210
2021-07-01,AZ,4,2672,209
2021-07-01,AZ,5,6120,209
2021-07-01,AZ,6,6950,209
